@W: CL240 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\m2s010_som_sb\FABOSC_0\m2s010_som_sb_FABOSC_0_OSC.vhd":16:10:16:19|Signal XTLOSC_O2F is floating; a simulation mismatch is possible.
@W: CL111 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\corefifo_async.vhd":775:6:775:7|All reachable assignments to rdcnt_r(10) are '0'; removing register. To preserve a constant register, use the syn_preserve attribute.
@W: CL111 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\corefifo_async.vhd":775:6:775:7|All reachable assignments to rdcnt_r(11) are '0'; removing register. To preserve a constant register, use the syn_preserve attribute.
@W: CL111 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\corefifo_async.vhd":775:6:775:7|All reachable assignments to dvld_r are '0'; removing register. To preserve a constant register, use the syn_preserve attribute.
@W: CL240 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":532:10:532:24|Signal DB_DETECT_xhdl1 is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":530:10:530:25|Signal SB_CORRECT_xhdl1 is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":527:10:527:25|Signal temp_B_DB_DETECT is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":526:10:526:25|Signal temp_A_DB_DETECT is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":525:10:525:26|Signal temp_B_SB_CORRECT is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":524:10:524:26|Signal temp_A_SB_CORRECT is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":445:10:445:25|Signal DVLD_xhdl10_sync is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":444:10:444:26|Signal DVLD_xhdl10_scntr is floating; a simulation mismatch is possible.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1240:6:1240:7|Pruning unused register RDATA_ext_r1_2(7 downto 0). Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1226:6:1226:7|Pruning unused register RDATA_ext_r_2(7 downto 0). Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1142:6:1142:7|Pruning unused register re_pulse_d3_3. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1142:6:1142:7|Pruning unused register re_pulse_d2_3. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1142:6:1142:7|Pruning unused register RE_d3_3. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1142:6:1142:7|Pruning unused register RE_d2_3. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1142:6:1142:7|Pruning unused register REN_d3_3. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1142:6:1142:7|Pruning unused register REN_d2_3. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1129:6:1129:7|Pruning unused register fwft_Q_r_2(7 downto 0). Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1114:6:1114:7|Pruning unused register RDATA_r2_2(7 downto 0). Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1100:6:1100:7|Pruning unused register RDATA_r1_2(7 downto 0). Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1087:6:1087:7|Pruning unused register RDATA_r_pre_3(7 downto 0). Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1042:6:1042:7|Pruning unused register AEMPTY1_r1_3. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":1042:6:1042:7|Pruning unused register AEMPTY1_r_3. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":642:6:642:7|Pruning unused register DVLD_scntr_ecc_3. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":642:6:642:7|Pruning unused register DVLD_sync_ecc_3. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\FIFO_2Kx8\FIFO_2Kx8_0\rtl\vhdl\core\COREFIFO.vhd":642:6:642:7|Pruning unused register DVLD_async_ecc_4. Make sure that there are no unused intermediate registers.
@W: CG296 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":405:19:405:25|Incomplete sensitivity list; assuming completeness. Make sure all referenced variables in message CG290 are included in the sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":438:28:438:43|Referenced variable address_low3_reg is not in sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":436:28:436:44|Referenced variable address_high3_reg is not in sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":434:28:434:43|Referenced variable address_low2_reg is not in sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":432:28:432:44|Referenced variable address_high2_reg is not in sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":430:28:430:43|Referenced variable address_low1_reg is not in sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":428:28:428:44|Referenced variable address_high1_reg is not in sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":422:28:422:34|Referenced variable int_reg is not in sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":424:28:424:41|Referenced variable i_int_mask_reg is not in sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":426:28:426:37|Referenced variable status_reg is not in sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":420:28:420:38|Referenced variable control_reg is not in sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":442:28:442:43|Referenced variable address_low4_reg is not in sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":440:28:440:44|Referenced variable address_high4_reg is not in sensitivity list.
@W: CL117 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\uP_if.vhd":408:8:408:9|Latch generated from process for signal APB3_RDATA(7 downto 0); possible missing assignment in an if or case statement.
@W: CG296 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\Debounce.vhd":47:17:47:23|Incomplete sensitivity list; assuming completeness. Make sure all referenced variables in message CG290 are included in the sensitivity list.
@W: CG290 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\Debounce.vhd":52:11:52:21|Referenced variable debounce_in is not in sensitivity list.
@W: CL240 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\CommsFPGA_top.vhd":175:9:175:18|Signal iData_FAIL is floating; a simulation mismatch is possible.
@W: CL190 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\IdleLineDetector.vhd":70:4:70:5|Optimizing register bit idle_line_cntr(6) to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL260 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\IdleLineDetector.vhd":70:4:70:5|Pruning register bit 6 of idle_line_cntr(6 downto 0). If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL247 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\hdl\CommsFPGA_top.vhd":94:6:94:11|Input port bit 0 of id_res(3 downto 0) is unused 
@W: CL177 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\Actel\DirectCore\CoreResetP\7.0.104\rtl\vhdl\core\coreresetp.vhd":936:8:936:9|Sharing sequential element sdif0_spll_lock_q2. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\Actel\DirectCore\CoreResetP\7.0.104\rtl\vhdl\core\coreresetp.vhd":936:8:936:9|Sharing sequential element fpll_lock_q2. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\Actel\DirectCore\CoreResetP\7.0.104\rtl\vhdl\core\coreresetp.vhd":936:8:936:9|Sharing sequential element sdif1_spll_lock_q2. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL177 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\Actel\DirectCore\CoreResetP\7.0.104\rtl\vhdl\core\coreresetp.vhd":936:8:936:9|Sharing sequential element sdif2_spll_lock_q2. Add a syn_preserve attribute to the element to prevent sharing.
@W: CL158 :"C:\Users\gcallsen\Documents\Projects\FPGA\PPI.IRail.SoC.FPGA\component\work\m2s010_som\m2s010_som.vhd":88:8:88:18|Inout GPIO_1_BIDI is unused

